,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross income,Rating,month,day,day_period
743,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,Ewallet,75.38,3.769,9.5,February,Wednesday,Afternoon
744,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,Credit card,253.36,12.668,5.6,January,Wednesday,Evening
745,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,Cash,38.42,1.921,8.6,February,Saturday,Evening
746,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,Credit card,652.3,32.615,5.2,January,Tuesday,Evening
747,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,Credit card,52.65,2.6325,5.8,January,Wednesday,Afternoon
748,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,Credit card,110.61,5.5305,8.0,March,Tuesday,Evening
749,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15,Cash,568.61,28.4305,9.0,January,Tuesday,Evening
750,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,Ewallet,89.28,4.464,4.1,March,Thursday,morning
751,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,Credit card,136.4,6.82,8.6,February,Sunday,morning
752,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,Ewallet,174.2,8.71,7.0,February,Friday,Afternoon
753,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,Ewallet,366.4,18.32,8.4,January,Thursday,Afternoon
754,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,Ewallet,254.61,12.7305,7.4,January,Friday,Evening
755,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,Credit card,778.32,38.916,6.2,March,Saturday,Afternoon
756,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,Ewallet,285.92,14.296,4.9,February,Sunday,Afternoon
757,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,Cash,579.12,28.956,4.5,January,Friday,morning
758,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,Ewallet,188.5,9.425,5.6,February,Wednesday,Evening
759,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,Ewallet,221.56,11.078,8.0,March,Monday,Afternoon
760,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,Credit card,772.0,38.6,5.6,February,Monday,morning
761,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,Credit card,721.3,36.065,4.2,January,Thursday,Afternoon
762,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,Ewallet,511.04,25.552,9.9,January,Sunday,Evening
763,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,2019-03-26,Ewallet,53.45,2.6725,7.6,March,Tuesday,morning
764,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,Credit card,222.0,11.1,6.6,January,Sunday,Afternoon
765,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,Ewallet,763.68,38.184,4.7,March,Tuesday,Evening
766,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,Credit card,228.18,11.409,9.8,January,Saturday,Evening
767,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,Cash,82.14,4.107,6.3,February,Wednesday,Afternoon
768,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,Cash,382.56,19.128,7.9,March,Saturday,Evening
769,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,2019-01-15,Cash,68.58,3.429,7.7,January,Tuesday,Evening
770,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,Ewallet,382.16,19.108,4.5,February,Tuesday,morning
771,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,Credit card,601.09,30.0545,8.0,February,Wednesday,Evening
772,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,Ewallet,475.93,23.7965,5.7,February,Sunday,Evening
773,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,Credit card,52.42,2.621,6.3,February,Wednesday,morning
774,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17,Cash,131.3,6.565,6.0,January,Thursday,Evening
775,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,Credit card,144.3,7.215,8.0,January,Tuesday,Evening
776,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,Credit card,457.17,22.8585,4.2,March,Tuesday,Evening
777,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,Cash,93.38,4.669,9.6,January,Thursday,Afternoon
778,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,Cash,126.25,6.3125,6.1,March,Wednesday,Evening
779,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,Ewallet,790.83,39.5415,5.6,January,Thursday,Evening
780,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,Cash,174.4,8.72,8.3,February,Tuesday,Evening
781,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,Ewallet,379.04,18.952,7.8,February,Monday,Evening
782,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,Credit card,30.62,1.531,4.1,February,Tuesday,Afternoon
783,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,Cash,352.08,17.604,8.8,March,Sunday,Evening
784,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,Ewallet,50.8,2.54,4.1,February,Sunday,Afternoon
785,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,Credit card,522.06,26.103,9.0,February,Monday,Evening
786,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,Ewallet,575.12,28.756,5.5,February,Tuesday,morning
787,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2019-01-23,Credit card,54.95,2.7475,9.3,January,Wednesday,morning
788,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,2019-01-14,Credit card,181.41,9.0705,5.6,January,Monday,morning
789,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,2019-01-17,Ewallet,412.37,20.6185,9.7,January,Thursday,Afternoon
790,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,Credit card,46.41,2.3205,4.0,March,Sunday,Evening
791,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,Credit card,274.2,13.71,9.2,February,Friday,Evening
792,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,Credit card,973.7,48.685,4.9,January,Tuesday,Afternoon
793,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,Credit card,648.2,32.41,9.3,February,Wednesday,Afternoon
794,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2019-02-26,Credit card,93.22,4.661,6.6,February,Tuesday,Afternoon
795,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,Ewallet,54.36,2.718,4.3,March,Friday,Evening
796,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2019-01-24,Cash,60.87,3.0435,5.5,January,Thursday,Afternoon
797,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,Cash,244.9,12.245,8.1,February,Friday,Afternoon
798,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,Credit card,92.78,4.639,9.8,March,Friday,morning
799,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,Ewallet,433.45,21.6725,9.4,February,Monday,Evening
800,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,Ewallet,138.06,6.903,7.9,January,Saturday,Evening
801,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,Ewallet,241.6,12.08,5.1,March,Sunday,Evening
802,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,Ewallet,471.73,23.5865,6.9,March,Saturday,Afternoon
803,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,2019-03-04,Cash,440.64,22.032,8.0,March,Monday,morning
804,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,Cash,680.31,34.0155,8.0,February,Saturday,morning
805,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,2019-03-17,Cash,309.88,15.494,4.2,March,Sunday,Evening
806,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,2019-01-16,Credit card,186.36,9.318,8.5,January,Wednesday,Evening
807,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,Cash,200.92,10.046,9.0,January,Tuesday,Evening
808,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,2019-01-14,Cash,17.75,0.8875,8.6,January,Monday,morning
809,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,Ewallet,621.8,31.09,6.0,January,Thursday,morning
810,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,Ewallet,86.0,4.3,6.2,March,Friday,Afternoon
811,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,Credit card,402.6,20.13,5.0,February,Sunday,Evening
812,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,Credit card,324.85,16.2425,6.5,February,Friday,Afternoon
813,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,Cash,95.15,4.7575,6.0,March,Friday,Afternoon
814,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,Cash,388.96,19.448,5.0,January,Thursday,morning
815,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,Ewallet,425.68,21.284,5.0,March,Thursday,Evening
816,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,Cash,318.08,15.904,9.2,January,Wednesday,morning
817,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,Ewallet,271.04,13.552,9.6,January,Saturday,Evening
818,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,Credit card,384.64,19.232,8.4,January,Sunday,Evening
819,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,Credit card,235.8,11.79,6.0,February,Sunday,Afternoon
820,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,Ewallet,211.56,10.578,6.7,March,Monday,Evening
821,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,Credit card,95.36,4.768,4.1,February,Sunday,morning
822,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,Cash,10.17,0.5085,5.9,February,Thursday,Afternoon
823,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,Cash,206.13,10.3065,8.7,March,Monday,morning
824,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,Credit card,420.56,21.028,4.5,February,Thursday,morning
825,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,Credit card,88.04,4.402,6.6,January,Tuesday,Evening
826,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,Credit card,648.99,32.4495,7.7,January,Monday,Afternoon
827,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,Credit card,123.84,6.192,8.5,March,Tuesday,Evening
828,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,Cash,649.5,32.475,5.2,March,Sunday,Evening
829,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,Credit card,742.2,37.11,4.3,January,Tuesday,Afternoon
830,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2019-01-24,Cash,84.48,4.224,7.6,January,Thursday,Evening
831,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,Cash,250.28,12.514,9.5,February,Monday,Evening
832,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,Cash,94.8,4.74,4.1,January,Wednesday,Evening
833,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,Ewallet,91.3,4.565,9.2,February,Thursday,Afternoon
834,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,Ewallet,285.11,14.2555,5.4,March,Tuesday,morning
835,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,2019-03-26,Cash,52.38,2.619,5.8,March,Tuesday,Evening
836,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,Ewallet,192.7,9.635,5.6,January,Wednesday,Afternoon
837,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,Credit card,267.78,13.389,5.1,January,Wednesday,Evening
838,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,Cash,558.7,27.935,5.8,January,Tuesday,Afternoon
839,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,Ewallet,175.32,8.766,5.0,January,Tuesday,morning
840,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,Cash,155.82,7.791,7.9,February,Friday,Afternoon
841,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,Cash,60.3,3.015,6.0,February,Thursday,Evening
842,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,Credit card,78.94,3.947,5.0,March,Saturday,Evening
843,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,2019-02-13,Credit card,29.74,1.487,8.9,February,Wednesday,Evening
844,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,Cash,21.32,1.066,5.9,January,Saturday,Afternoon
845,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,Credit card,281.34,14.067,5.9,January,Wednesday,morning
846,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,Ewallet,73.26,3.663,9.7,January,Sunday,Evening
847,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,Credit card,22.38,1.119,8.6,January,Wednesday,Evening
848,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,Cash,655.92,32.796,4.0,January,Tuesday,Evening
849,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,Cash,594.6,29.73,4.2,January,Saturday,Afternoon
850,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,Cash,74.1,3.705,9.2,January,Friday,morning
851,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2019-02-19,Ewallet,196.96,9.848,9.2,February,Tuesday,morning
852,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,2019-01-14,Ewallet,372.33,18.6165,5.0,January,Monday,Afternoon
853,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,Ewallet,527.9,26.395,10.0,February,Monday,morning
854,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,Ewallet,479.75,23.9875,8.8,January,Wednesday,Afternoon
855,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,Cash,328.59,16.4295,4.2,February,Saturday,morning
856,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,Cash,168.96,8.448,6.3,January,Tuesday,Evening
857,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,2019-03-07,Cash,113.24,5.662,8.2,March,Thursday,Evening
858,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,Cash,345.54,17.277,5.1,February,Friday,Afternoon
859,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,Cash,428.67,21.4335,5.0,January,Wednesday,Afternoon
860,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2019-02-20,Ewallet,86.27,4.3135,7.0,February,Wednesday,Afternoon
861,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,2019-01-08,Ewallet,25.52,1.276,7.8,January,Tuesday,Evening
862,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,2019-03-17,Credit card,101.52,5.076,4.3,March,Sunday,morning
863,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,Cash,357.49,17.8745,7.0,January,Saturday,morning
864,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,2019-01-08,Cash,238.77,11.9385,6.6,January,Tuesday,Afternoon
865,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26,Ewallet,101.43,5.0715,7.3,January,Saturday,Afternoon
866,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,Credit card,724.24,36.212,6.5,March,Friday,Afternoon
867,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,2019-01-17,Ewallet,125.64,6.282,4.9,January,Thursday,Afternoon
868,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,2019-01-08,Credit card,72.93,3.6465,4.3,January,Tuesday,Evening
869,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,Ewallet,258.36,12.918,9.3,January,Sunday,Afternoon
870,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,2019-02-16,Credit card,173.74,8.687,7.1,February,Saturday,morning
871,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,2019-03-13,Ewallet,56.5,2.825,9.6,March,Wednesday,Afternoon
872,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,Cash,214.3,10.715,6.2,January,Monday,morning
873,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,2019-01-18,Cash,534.36,26.718,9.9,January,Friday,Evening
874,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,2019-03-19,Credit card,93.16,4.658,5.9,March,Tuesday,morning
875,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,Ewallet,522.08,26.104,6.3,March,Friday,Afternoon
876,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,Cash,52.35,2.6175,4.0,February,Tuesday,Evening
877,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,Cash,39.75,1.9875,6.1,February,Monday,Evening
878,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,2019-03-21,Credit card,720.16,36.008,4.5,March,Thursday,Evening
879,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,Ewallet,96.8,4.84,8.6,January,Saturday,morning
880,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,2019-01-08,Ewallet,332.1,16.605,6.0,January,Tuesday,Afternoon
881,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,2019-03-30,Credit card,81.44,4.072,9.5,March,Saturday,Afternoon
882,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,Credit card,319.9,15.995,9.9,February,Wednesday,Afternoon
883,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-03-30,Ewallet,206.52,10.326,7.5,March,Saturday,Afternoon
884,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,2019-03-19,Cash,166.68,8.334,7.6,March,Tuesday,Afternoon
885,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.013,2019-01-13,Cash,319.06,15.953,5.0,January,Sunday,morning
886,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05,Ewallet,87.9,4.395,6.7,February,Tuesday,Evening
887,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,2019-03-23,Ewallet,734.7,36.735,9.5,March,Saturday,Afternoon
888,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13,Ewallet,97.52,4.876,6.8,March,Wednesday,Afternoon
889,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,Ewallet,769.2,38.46,5.6,March,Sunday,Evening
890,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21,Cash,418.3,20.915,7.2,February,Thursday,morning
891,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,Cash,463.28,23.164,8.1,February,Thursday,Afternoon
892,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02,Credit card,462.45,23.1225,8.6,March,Saturday,Evening
893,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06,Cash,141.9,7.095,9.4,March,Wednesday,Evening
894,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,Credit card,302.7,15.135,8.9,February,Wednesday,Afternoon
895,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,Credit card,793.28,39.664,4.2,January,Monday,Evening
896,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,2019-01-18,Ewallet,425.18,21.259,5.0,January,Friday,Evening
897,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,Cash,283.62,14.181,8.8,February,Tuesday,morning
898,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,Cash,599.2,29.96,5.3,March,Saturday,Afternoon
899,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09,Ewallet,315.36,15.768,4.6,February,Saturday,Evening
900,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.738,2019-01-14,Credit card,403.56,20.178,7.5,January,Monday,Afternoon
901,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,Ewallet,183.88,9.194,5.1,February,Saturday,Afternoon
902,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,2019-03-26,Credit card,138.65,6.9325,4.2,March,Tuesday,Evening
903,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2019-01-28,Cash,80.71,4.0355,8.1,January,Monday,Evening
904,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2019-02-14,Ewallet,116.64,5.832,6.0,February,Thursday,Afternoon
905,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,2019-03-24,Cash,313.52,15.676,7.9,March,Sunday,Evening
906,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,Credit card,846.1,42.305,8.8,February,Saturday,Evening
907,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,Credit card,414.4,20.72,6.6,March,Sunday,Afternoon
908,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,2019-03-27,Ewallet,159.08,7.954,6.2,March,Wednesday,Evening
909,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,Credit card,490.1,24.505,4.2,January,Sunday,morning
910,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27,Credit card,87.45,4.3725,7.3,March,Wednesday,Evening
911,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19,Ewallet,224.52,11.226,8.6,January,Saturday,morning
912,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,Cash,744.96,37.248,6.8,February,Thursday,morning
913,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2019-01-31,Ewallet,410.72,20.536,7.6,January,Thursday,morning
914,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,Cash,298.8,14.94,5.8,February,Monday,Evening
915,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02,Cash,212.94,10.647,4.1,February,Saturday,Afternoon
916,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,2019-03-14,Credit card,42.85,2.1425,9.3,March,Thursday,Afternoon
917,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,2019-03-11,Cash,378.68,18.934,6.8,March,Monday,Afternoon
918,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22,Ewallet,206.91,10.3455,8.7,February,Friday,morning
919,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,2019-03-02,Ewallet,78.78,3.939,6.3,March,Saturday,Afternoon
920,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,Credit card,322.11,16.1055,5.1,March,Sunday,Afternoon
921,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,Cash,98.22,4.911,7.0,February,Friday,morning
922,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2019-02-22,Credit card,25.46,1.273,5.2,February,Friday,Afternoon
923,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,2019-01-10,Credit card,581.98,29.099,6.6,January,Thursday,morning
924,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.886,2019-03-14,Ewallet,211.32,10.566,6.5,March,Thursday,Afternoon
925,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,2019-01-10,Ewallet,55.12,2.756,9.0,January,Thursday,morning
926,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15,Credit card,88.31,4.4155,5.2,February,Friday,Evening
927,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,2019-01-13,Credit card,356.58,17.829,6.8,January,Sunday,Evening
928,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,Credit card,794.25,39.7125,7.6,February,Friday,Evening
